"PID","Status","Progress","Duration..in.seconds.","Finished","consent","intro","cond_pos","cond_neg","message_choice","choice_dom","choice_nondom","comp_dom_1","comp_nondom_1","attitude_dom","attitude_nondom","preference","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2","CWV_3","CWV_4","CWV_5","CWV_6","CWV_7","CWV_8","CWV_9","CWV_10","check_1","check_2","age","gender_.99_TEXT","race_5_TEXT","feedback","cond","cond_word","cond_word1","Employment_1","Employment_2","Employment_3","Employment_4","Employment_5","Employment_6","Employment_7","Employment_8","Employment_9","gender","race_1","race_2","race_3","race_4","race_5","race_6","income","edu"
379,"0","100","473","1","1","4","They might believe that the manager has confidence in them to complete the task well.","","2","","1","","40","","3","5","10","20","30","40","50","60","70","80","90","100","3","7","3","2","7","3","6","1","5","6","5","blue","23","","","","pos","positively","positive","","Part-time","","","","","","","","man","","","white","","","","$100,001-$120,000","4yearColl"
380,"0","100","675","1","1","4","","They may feel concerned that this may be a trick, and there could be a good chance even if they did relatively well they may still miss a good portion of the bonus.","1","1","","45","","3","","5","0","10","15","20","35","50","65","80","90","100","2","7","1","1","6","1","7","1","6","6","5","blue","51","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$80,001-$100,000","2yearColl"
381,"0","100","537","1","1","4","","It seems kind of pushy, or bossy. Yes, I know that I am the boss but this is not the way I would address anyone if I wanted positive results.","2","","1","","30","","2","6","61","74","86","100","100","100","100","100","100","100","2","6","3","2","5","3","6","2","6","6","5","Maroon","28","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
382,"0","100","690","1","1","4","","The employee reading this message might take the meesage the wrong way because he may feel like it's an absolute necessity that he finishes the tasks so that he can receive the bonus.","2","","1","","50","","3","5","0","0","0","0","50","50","50","50","90","100","7","4","4","6","4","4","3","6","6","4","5","Black","27","","","Thank you","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$20,001-$40,000","GED"
383,"0","100","259","1","1","4","The positive response might be that they are encouraged to try their best because they want that full bonus, and I think that the language is very, ""Let's get to it and do this!"" which can be encouraging. ","","1","1","","31","","5","","5","82","92","97","99","100","100","100","100","100","100","1","7","1","2","7","1","7","1","7","7","5","Green--if this is an attention check, there wasn't a specific instruction to say a specific color.","","","","N/A","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","MA"
384,"0","100","549","1","1","4","They could see the manager as being direct and straightforward. This message makes it clear that their bonus is at stake which could motivate them to do better than if this was not stated, which would be appreciated.","","1","1","","38","","5","","5","0","10","25","50","57","65","75","83","90","100","2","5","1","2","7","1","5","1","3","6","5","blue","37","","","Fun survey!","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
385,"0","100","289","1","1","4","They might think that the manager knows that they know what to do and thinks that they are competent enough to know the task. ","","2","","1","","26","","3","6","0","5","10","15","22","35","51","72","85","100","3","5","2","5","5","3","6","3","3","3","5","blue","23","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","","","","","$80,001-$100,000","4yearColl"
386,"0","100","325","1","1","4","","The employee might feel distrusted and that the manager only cares about their own bonus, negatively impacting their attitude.","2","","1","","35","","3","5","0","10","20","30","40","50","60","70","80","90","4","5","3","3","5","4","5","2","4","4","5","Blue","33","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","4yearColl"
387,"0","100","512","1","1","4","","It comes off as slightly condescending as if there is a consequnce with the shapes are not picked correctly. Also, it's slightly threatning to say if the group doesn't get it done then there is no bonus, it perceives as the bonus is the most important above everyone else.","2","","1","","25","","4","6","5","10","15","20","24","30","35","50","75","100","2","4","1","2","4","2","7","1","7","4","5","black","37","","","This was an interesting and great survey. I enjoyed the questions!","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$80,001-$100,000","4yearColl"
388,"0","100","850","1","1","4","","People generally respond negatively to threats, and when they are made to fear that they will not be able to earn something that was promised to them.  It is demoralizing and does not improve performance","2","","1","","35","","5","6","50","50","51","49","51","100","100","100","100","100","1","7","1","1","7","1","7","1","7","6","5","purple","39","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","PHD"
389,"0","100","267","1","1","4","The message is clear and straight to the point. It is just a friendly reminder to perform as best as they can.","","1","1","","35","","6","","5","10","20","27","37","45","55","64","76","85","100","5","3","3","2","5","5","6","5","6","6","5","Blue","37","","","No additional comments.","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","2yearColl"
390,"0","100","456","1","1","4","The message is very encouraging. It motivates employees and encourages them to do their best. ","","1","1","","40","","6","","5","0","0","0","0","0","0","0","0","0","50","1","6","1","1","7","1","7","1","7","7","5","Blue","26","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$80,001-$100,000","4yearColl"
391,"0","100","558","1","1","4","The second sentence in the paragraph is very encouraging and is pushing them to do their best.","","1","1","","40","","5","","4","13","34","50","62","66","70","75","80","88","100","2","7","1","1","4","2","6","1","4","5","5","brown","32","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","2yearColl"
392,"0","100","818","1","1","4","","There is a threat of a small or no bonus for poor performance which isn't enticing.","2","","2","","20","","2","6","25","30","40","50","70","75","80","100","100","100","6","3","2","2","7","6","6","2","6","3","5","blue","41","","","Thank you!","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","$100,001-$120,000","2yearColl"
393,"0","100","1385","1","1","4","...there wouldn't be I feel like I'm being motivated even though I'm already motivated enough. Also annoying so-to-speak statements like ""get in there"" follow by capitalist nonsense ""PERFORM WELL OR ELSE NO PAY"" no. So I'll lie - the ""employee"" might feel positively towards their ""boss"" because the ""boss"" is ""offering"" a ""bonus"".","","2","","2","","20","","2","5","100","100","100","100","100","100","100","100","100","100","1","6","1","1","4","5","6","2","3","4","5","purple","28","","","","pos","positively","positive","","","","","","","","","Other","man","","","white","","","","$20,001-$40,000","4yearColl"
394,"0","100","726","1","1","4","The manager is being positive by cheering her on. Even mentioned the bonus to give the employee a nice little push.","","2","","1","","50","","7","6","100","100","100","100","100","100","100","100","100","100","5","6","3","1","7","5","7","1","3","6","5","pink","51","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$40,001-$60,000","2yearColl"
395,"0","100","777","1","1","4","","The employee might feel pressured and undervalued, interpreting the message as harsh, with more emphasis on consequences than support. This could lead to a sense that the manager lacks empathy and appreciation for their efforts.","2","","1","","5","","2","6","10","20","30","40","50","60","70","80","90","100","1","1","1","1","7","7","7","1","7","7","5","Blue","38","","","","neg","negatively","negative","","Part-time","","","","","","","","man","","black","","","","","$80,001-$100,000","4yearColl"
396,"0","100","316","1","1","4","","It puts a lot of pressure on the employee to perform well that might not be well received. They may not feel encouraged to try their best even if they make a mistake.","2","","2","","30","","2","4","10","20","30","40","50","60","70","80","90","100","2","5","1","1","7","2","7","1","7","3","5","green","22","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
397,"0","100","467","1","1","4","","The last sentence of this message almost feels like a threat. Instead of saying ""if you do well, you get a bonus"" it's very negative by saying what WON'T happen (""if you don't do well, you won't get the full bonus"")","2","","1","","43","","3","4","5","15","15","55","55","55","80","80","100","100","5","6","2","3","5","2","5","2","5","5","5","Purple","26","","","n/a","neg","negatively","negative","","Part-time","","","","","","","","woman","","","white","","","","$80,001-$100,000","4yearColl"
398,"0","100","1720","1","1","4","","It sounds more demanding rather than just asking. It makes me think that I am forced to get them all right, if not then I won't receive anything at all. ","2","","2","","5","","2","6","12","20","25","30","40","40","50","60","70","80","3","6","2","2","6","4","6","2","6","5","5","red","26","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","","hispanic","","","$80,001-$100,000","GED"
399,"0","100","1649","1","1","4","","The employee might feel pressured or micromanaged by the store by the tone of the message interpreting it as controlling or overly demanding this could make them feel undervalued or distrusted and potentially straining their relationship with the manager.","2","","1","","32","","6","6","5","7","12","19","22","26","33","38","42","48","3","6","6","4","7","5","5","5","6","4","5","blue","38","","","had a great study","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
400,"0","100","970","1","1","4","","The last sentence: if you don't complete it and do well, you will not get the full bonus. This is what adds a negative connotation to the message. It might make the employee turn the task into an emotional one. Giving them performance anxiety and may cause them to make a mistake","2","","1","","30","","2","6","0","0","0","0","10","15","15","20","20","20","2","3","2","1","6","5","6","1","7","5","5","purple","33","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","2yearColl"
401,"0","100","1006","1","1","4","It's a motivating message that gets right to the point. They know where this manager is coming from. ","","2","","1","","30","","5","4","25","40","50","60","70","75","80","90","95","100","5","3","3","3","5","5","7","1","6","5","5","black","45","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","GED"
402,"0","100","812","1","1","4","They would react as if they were a key player that was specifically chosen for the task and should try their hardest to complete it well and on time. It would feel honored that their manager chose them for the specific task and would feel a tremendous amount of responsibility to not let them down.","","2","","1","","24","","5","5","3","4","5","12","18","24","33","41","58","82","3","3","2","2","7","6","7","6","6","5","5","Green","31","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","4yearColl"
403,"0","100","541","1","1","4","They could react positively to message by seeing the manager has confidence in them. The opening sentence implies that the manager believes the employee is already competent and trusts them to know what to do.","","2","","1","","40","","6","6","10","20","30","35","40","45","50","70","85","100","6","3","1","4","3","5","7","1","6","7","5","Purple","23","","","Pretty thought provoking ","pos","positively","positive","","Part-time","","","","","","","","man","asian","","","","","","$40,001-$60,000","4yearColl"
404,"0","100","261","1","1","4","","I feel that the statement is negative because it is very strong, and is overall negative. It comes across as that the employee is not automatically going to succeed.","2","","1","","35","","3","4","11","13","22","29","34","41","50","70","82","100","5","5","4","2","4","4","3","3","5","3","5","Purple","43","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","","","white","","","","$140,001-$160,000","4yearColl"
405,"0","100","516","1","1","4","","I think it sends a bit of an ultimatum. It starts out positively, but then calling out not getting a full bonus kinda makes it feel negative. I would not be inspired by a manager like this.","2","","1","","41","","6","5","19","30","42","52","61","64","72","80","91","100","3","7","1","1","7","3","7","1","6","6","5","Green","53","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","MA"
406,"0","100","275","1","1","4","They may not have a negative effect because they see their manager being completely candid in telling them that their performance is completely correlated to the bonus","","1","1","","43","","5","","5","5","9","30","40","45","50","81","85","91","100","6","6","2","6","4","2","5","6","3","4","5","Blue","24","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","","","","","$140,001-$160,000","4yearColl"
407,"0","100","836","1","1","4","","This message is not encouraging it is threatening. It is written as if you assume that they will not work hard and do their best. Therefore, it is actually quite negative.","2","","2","","30","","2","6","21","20","30","40","50","60","70","80","89","100","2","5","1","2","3","3","6","4","5","5","5","green","76","","","none","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$80,001-$100,000","2yearColl"
408,"0","100","377","1","1","4","","It’s not encouraging, it’s threatening them. “Do well or lose money.” That leads to workplace resentment. ","2","","1","","50","","7","6","30","30","40","50","60","70","80","90","95","100","4","7","1","1","7","4","7","1","7","5","5","Blue","26","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
409,"0","100","1600","1","1","4","","The employee may not feel encouraged and feel the manager is demanding when the words ""get in there"" are used.  Also, the employee may feel negative and doubtful of his or her abilities and if the manager truly cares about him or her when the manager uses the words, ""If you don't complete it and do well...."". ","2","","2","","45","","1","6","10","10","40","50","50","70","70","100","100","100","1","7","1","1","7","6","7","1","6","5","5","green","42","","","It wasn't clear why my favorite color was mentioned. ","neg","negatively","negative","","Part-time","","","","","","","","woman","","black","","","","","$20,001-$40,000","4yearColl"
410,"0","100","530","1","1","4","They see a reward for their hard work. It allows them to want to desire the full bonus ","","1","1","","42","","6","","6","31","47","53","62","73","82","92","93","99","100","2","6","3","3","6","4","7","2","6","5","5","Yellow","40","","","","pos","positively","positive","Full-time","","","","","","","","","man","asian","","","","","","$120,001-$140,000","4yearColl"
411,"0","100","347","1","1","4","They may feel as if they are being supported by their manager. A positive feeling they might have is that their manager trusts them to do well. ","","2","","1","","40","","6","5","20","30","35","40","45","50","70","90","100","100","2","7","1","1","7","3","7","1","6","6","5","Purple","30","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$20,001-$40,000","4yearColl"
412,"0","100","633","1","1","4","They may feel that the manager is exacting and has high standards. This is a manager you want to work hard to impress as they will not accept excuses.","","1","1","","46","","6","","5","0","0","0","0","0","0","0","0","80","100","2","7","1","2","7","1","6","1","3","3","5","Periwinkle","39","","","","pos","positively","positive","","","","Unemployed","","","","","","woman","","","white","","","","Over $200,000","MA"
413,"0","100","475","1","1","4","","This message does not come across in a good manner. It feels rude and cold.","2","","1","","50","","7","6","10","20","30","40","50","60","70","80","90","100","2","6","2","2","6","2","6","2","6","6","5","blue","32","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","hispanic","","","$80,001-$100,000","GED"
414,"0","100","316","1","1","4","","This message is not very encouraging or positive. It's actually a bit threatening. ","2","","1","","50","","6","6","20","30","40","50","60","70","80","90","100","100","1","7","1","1","7","5","6","1","7","6","5","purple","38","","","","neg","negatively","negative","","Part-time","","","","","","","","woman","","","white","","","","$180,001-$200,000","4yearColl"
415,"0","100","918","1","1","4","As much as he is letting him know what is at stake, in moments like this its better to  focus more on how relaxed he is and for him to do what he know he can without panicking ","","2","","1","","40","","7","6","99","91","82","73","60","46","35","21","15","11","4","6","2","2","2","6","6","6","6","6","5","Black","37","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$100,001-$120,000","4yearColl"
416,"0","100","1363","1","1","4","","I can imagine the feeling a bit neglected and like they haven't been given proper direction. ","2","","1","","25","","2","6","0","10","10","30","35","40","50","70","80","100","4","6","3","5","7","5","6","2","5","6","5","Red","39","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$100,001-$120,000","GED"
417,"0","100","486","1","1","4","A positive reaction may be elicited due to the monetary incentive that comes with completing the task. There is also no indication for any sort of penalty for not doing his best-- just not getting the full bonus. ","","1","1","","30","","5","","5","82","83","84","86","87","89","91","93","95","100","3","5","3","2","6","2","5","2","5","3","5","pink","21","","","","pos","positively","positive","","Part-time","","","","","","","","woman","asian","","","","","","$100,001-$120,000","2yearColl"
418,"0","100","913","1","1","4","","This message is very negative and will not help the employee feel valuable.  There are better ways to get this message across to the employee.","2","","2","","30","","1","6","19","31","42","52","60","68","77","83","93","100","5","7","2","2","6","6","7","6","6","6","5","blue","54","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$20,001-$40,000","2yearColl"
419,"0","100","1072","1","1","4","The employee could feel joy and gratitude that I am providing them with an opportunity to earn a bonus.","","1","1","","45","","6","","5","15","25","37","50","60","71","79","87","94","100","5","5","2","3","6","3","7","1","6","4","5","Purple","27","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","","hispanic","","","$40,001-$60,000","MA"
420,"0","100","418","1","1","4","The employee could feel the manager is really encouraging them and genuinely wants them to do a good job.  They could feel supported by the straight forward message.","","2","","2","","25","","2","6","60","70","80","80","90","90","100","100","100","100","3","5","1","2","7","3","7","1","5","5","5","blue","37","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","4yearColl"
421,"0","100","717","1","1","4","The employee should feel that the manager trust their ability to perform well and is setting a clear goal for them. They might be motivated by the opportunity to earn the full bonus through their hard work.","","2","","1","","50","","7","6","0","10","30","45","50","65","75","80","90","100","5","7","2","1","7","6","7","1","7","7","5","Black","24","","","","pos","positively","positive","Full-time","","","","","","","","","man","","black","","","","","$80,001-$100,000","4yearColl"
422,"0","100","593","1","1","4","Of the two options, I thought this one seemed the more harsh message. I suppose the employee could react positively by being encouraged to do their best across all parts of the work, and to be incentivized by receiving a full bonus. I could see how this could affect a more positive attitude towards the manager by being seen as an encouraging team leader.","","1","1","","45","","5","","4","10","20","30","40","50","60","70","80","90","100","3","7","2","2","7","5","7","1","5","6","5","Pink","31","","","Thank you for the survey!","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$100,001-$120,000","GED"
423,"0","100","607","1","1","4","","They would probably feel resentful that their manager is saying they won't get the full bonus if they don't do well on the task. They would feel like the manager is trying to push them around and is implying that the employee won't actually do the job well enough to get the bonus.","2","","1","","35","","3","5","20","30","45","50","65","85","90","100","100","100","1","7","1","1","7","1","7","1","7","6","5","green","43","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$0-$20,000","4yearColl"
424,"0","100","1532","1","1","4","The employee might appreciate the manager directions and clear expectations interpreting the message as a sign that the manager believes in their capabilities and is counting on them to succeed","","2","","2","","19","","2","6","40","68","56","75","80","64","1","75","75","51","2","7","1","1","6","2","1","2","6","6","5","red","53","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
425,"0","100","641","1","1","4","This individual perceives the manager as goal oriented and focused on ensuring success of the employees. The manager wants the employees to reap monetary benefits as well as inspiring an objective-driven attitude.","","1","1","","40","","7","","5","15","25","35","45","55","64","70","80","90","100","6","5","6","4","7","7","6","1","3","2","5","green","41","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","black","","","","","$40,001-$60,000","4yearColl"
426,"0","100","514","1","1","4","","To start with the tone is dismissive. Although the manager thinks they might be being supportive they are not. And it comes across as punishment if they don't do a good job","2","","2","","30","","2","6","50","50","50","50","75","75","75","75","100","100","2","6","2","1","7","5","6","1","4","6","5","green","68","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$180,001-$200,000","GED"
427,"0","100","230","1","1","4","The bonus will give them motivation to do well and feel like they want to show their manager they are capacble.","","1","1","","40","","5","","4","3","11","23","36","50","63","74","86","93","100","4","6","1","1","6","3","6","1","7","6","5","green","32","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$120,001-$140,000","MA"
428,"0","100","1123","1","1","4","","The employee may feel threatened or pressured by the message and think the manager is being unsupportive. This could cause resentment.  Which then will decrease motivation and cause lack of trust, making the employee feel devalued.","2","","1","","34","","4","4","56","69","56","55","56","69","61","63","64","69","3","4","5","4","5","4","6","1","5","4","5","black","36","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","GED"
429,"0","100","1131","1","1","4","","The employee might feel pressured or micromanaged by the harsh tone, leading to frustration or decreased motivation, and could view the manager as unsupportive or overly demanding, damaging trust and morale.","2","","1","","35","","6","5","30","19","52","45","39","58","42","41","31","48","5","5","5","6","5","5","6","5","6","5","6","Green","41","","","good","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$20,001-$40,000","MA"
430,"0","100","404","1","1","4","It encourages the employee to perform at their best","","2","","1","","36","","3","6","5","10","15","20","25","30","35","40","45","50","2","6","2","1","6","3","7","1","7","6","5","purple","43","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$60,001-$80,000","4yearColl"
431,"0","100","662","1","1","4","The above statement is positive and gives the impression that we're all working together for a specific purpose. It's a request and not an order which refreshing.  ","","2","","2","","29","","3","5","31","50","57","62","66","71","81","87","90","100","2","7","1","1","6","2","7","1","6","4","5","blue","60","","","none","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$100,001-$120,000","MA"
432,"0","100","323","1","1","4","","I think this message comes across as a bit mean spirited and rude. They might not want to try their best if given this message.","2","","2","","20","","3","6","100","100","100","100","100","100","100","100","100","100","2","6","2","2","6","3","5","1","5","5","5","Teal","26","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$40,001-$60,000","4yearColl"
433,"0","100","593","1","1","4","It was straight forward, but I appreciate that it is so I know what to expect.  That way I have a better chance to get the bonus.","","2","","1","","30","","6","5","10","10","10","10","10","10","40","55","75","100","1","5","2","1","7","1","7","1","5","3","5","Orange","48","","","na","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","$120,001-$140,000","MA"
434,"0","100","1222","1","1","4","","This message is not encouraging. It makes the manager seem like they must care about the money ","2","","2","","50","","3","6","100","100","100","100","100","100","100","100","100","100","3","6","2","7","6","6","6","5","6","6","5","Purple ","24","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$80,001-$100,000","4yearColl"
435,"0","100","630","1","1","4","They may react positively because it makes mention of the bonus. This naturally would entice someone to do their best because they know they will be receiving a reward for putting in extra effort. ","","2","","1","","50","","6","5","100","100","100","100","100","100","100","100","100","100","4","4","2","2","6","4","6","2","6","6","5","yellow","33","","","","pos","positively","positive","Full-time","","","","","","","","","woman","asian","","white","","","","$80,001-$100,000","2yearColl"
436,"0","100","631","1","1","4","","This message is motivating, but also includes consequences for not performing. If the employee doesn't respond well to authority and direct tasking, it could cause them to be de-motivated and not participate fully.","1","1","","45","","5","","4","10","20","20","30","30","50","50","50","100","100","2","5","2","1","5","1","6","1","3","5","5","rose pink","47","","","none","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","hispanic","","","Over $200,000","MA"
437,"0","100","343","1","1","4","","The first message is condescending since it assumes to a degree that the employee may not be listening. There are also other assumptions around not doing their best including the possibility of not receiving a bonus.","1","1","","35","","3","","4","0","0","0","40","49","58","68","77","88","100","5","2","3","3","5","6","6","2","6","5","5","blue","39","","","thanks!","neg","negatively","negative","Full-time","","","","","","","","","man","asian","","","","","","Over $200,000","4yearColl"
438,"0","100","451","1","1","4","","It puts pressure on the employee to product and that they're being watched and evaluated.","1","1","","30","","4","","4","0","0","25","30","42","50","60","77","90","100","4","4","2","3","6","4","5","4","4","4","5","blue","35","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$120,001-$140,000","MA"
439,"0","100","525","1","1","4","","The message is a bit cold.  However, I'm of the school where I greatly appreciate cold, hard facts.  I don't have a problem with the message, but I can see how someone else might have a problem with it.","1","1","","42","","4","","5","50","66","99","100","100","100","100","100","100","100","4","5","1","2","5","5","7","1","6","4","5","Red","54","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$40,001-$60,000","GED"
440,"0","100","471","1","1","4","By telling them ""do your absolute best"", I believe the employee would have a positive reaction because it isn't setting an amount that has to be answered correctly which would make someone feel anxious about getting the set amount correctly. The employee was told to complete the whole task in order to get their whole bonus also, which wouldn't feel as stressful either.","","2","","1","","25","","6","5","100","100","100","100","100","100","100","100","100","100","5","3","5","4","3","5","3","2","4","3","5","black","","","","","pos","positively","positive","","Part-time","","","","","","","","woman","","","white","","","","$20,001-$40,000","2yearColl"
441,"0","100","1253","1","1","4","It is a bit more stick and less carrot. Its not very nice but does encourage them to do a good job","","2","","2","","30","","2","6","40","40","60","60","80","80","95","95","100","100","5","3","3","5","3","5","3","2","5","3","5","blue","41","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","white","","","","Over $200,000","PHD"
442,"0","100","1811","1","1","4","","This message could seem negative because the manager sound like he is making a threat to the employee. The manager is threatening to withhold bonus money if the employee doesn;t do his best.","2","","1","","50","","6","6","5","10","15","35","45","50","65","75","90","100","4","7","2","7","7","6","7","7","7","7","5","black","56","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","black","","","","","$60,001-$80,000","4yearColl"
443,"0","100","800","1","1","4","","I believe the tone of the message is coming as aggressive. The message is enough to get the employee tensed and anxious throughout the task. His performance could be affected and his reservations about the manager would not be the best.","2","","1","","40","","7","6","100","100","100","100","100","100","100","100","100","100","5","5","2","2","4","5","6","2","5","5","5","Blue","30","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","black","","","","","$140,001-$160,000","MA"
444,"0","100","425","1","1","4","","It just feels like the manager doesn't believe in the employee's ability to do this task well.","2","","1","","41","","6","5","3","6","11","14","22","30","36","45","52","62","5","6","2","1","7","6","7","1","6","6","5","Blue","40","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","","hispanic","","","$100,001-$120,000","4yearColl"
445,"0","100","974","1","1","4","","They would feel so much pressure to do well. If they don't it would have a negative consequence.","1","1","","46","","4","","4","10","19","28","40","54","64","66","73","76","100","5","5","2","2","6","5","6","2","6","6","5","pink","48","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","asian","","","","","","$140,001-$160,000","MA"
446,"0","100","1247","1","1","4","The employee could have a positive attitude towards the manager for having honesty in their message. I can see someone appreciating the manager being direct with the importance of doing their absolute best. ","","2","","1","","7","","6","5","5","15","30","20","10","10","0","0","0","10","3","5","2","2","5","3","7","2","5","5","5","black","41","","","","pos","positively","positive","Full-time","","","","","","","","","man","","","","hispanic","","","$40,001-$60,000","4yearColl"
447,"0","100","566","1","1","4","As an employee, I would appreciate the managers honesty, as well as their positivity about the task at hand. It seems like the manager has faith that the task can be done ","","2","","2","","46","","5","4","10","20","30","40","50","60","70","80","90","100","5","5","3","3","5","5","6","1","3","5","5","FOrest green","2","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$40,001-$60,000","GED"
448,"0","100","629","1","1","4","","This message comes across as pushy and rude. It also is somewhat threatening in the way it discusses the bonus, and I think this is the wrong way to go about it, as it's not encouraging, and is almost already putting the employee down. ","2","","2","","15","","1","6","10","10","10","10","20","30","40","100","100","100","1","7","1","1","6","2","6","1","5","3","5","Purple ","40","","","","neg","negatively","negative","Full-time","","","","","","","","","woman","","","white","","","","$20,001-$40,000","GED"
449,"0","100","429","1","1","4","","Because this particular message implies that there bonus entirely relies on how well they can perform the task almost in a threatening manner. To them it creates unnecessary pressure to do well or they will not recieve anything at all when that is indeed not the case.","2","","1","","30","","2","6","11","25","50","61","60","79","100","100","100","100","2","5","2","1","6","6","7","1","7","6","5","Green","35","","","N/A","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","hispanic","","","$60,001-$80,000","2yearColl"
450,"0","100","435","1","1","4","They might have a positive reaction because they see there is an opportunity to earn a bonus.","","2","","1","","50","","3","4","5","10","15","20","34","46","60","74","86","100","5","4","2","4","5","6","5","4","3","5","5","purple","40","","","","pos","positively","positive","Full-time","","","","","","","","","woman","","","white","","","","$140,001-$160,000","MA"
451,"0","100","618","1","1","4","","The above note sounds more like a threat than a choice. I think most people would do better with a note encouranging them rather than threatening them.","2","","1","","40","","2","6","20","20","25","25","40","50","65","75","90","100","2","6","2","2","6","2","6","1","6","6","5","red","63","","","","neg","negatively","negative","Full-time","","","","","","","","","man","","","white","","","","$60,001-$80,000","GED"
452,"0","100","956","1","1","4","This message doesn't sound very positive. I would imagine the employee feels pressured to do well on the task under the threat of not receiving a bonus. ","","2","","1","","35","","6","6","10","19","30","40","50","59","70","80","90","95","5","5","2","1","6","3","7","1","6","5","5","Purple","45","","","Was the favorite color question an attention check? I was confused by it as it didn't have any other text around it. If it was, please understand I did my best, that question was just, odd. ","pos","positively","positive","","Part-time","","","","","","","","man","","","","hispanic","","","$0-$20,000","GED"
453,"0","100","441","1","1","4","I get the feeling that this message credits the employee as a skilled worker.","","2","","1","","32","","3","5","100","100","100","100","100","100","100","100","100","100","3","5","2","2","7","5","6","1","5","6","5","Black","25","","","","pos","positively","positive","","Part-time","","","","","","","","man","","","white","","","","$0-$20,000","GED"
